,Name,Score,Review,Link,Addr,area,lat,lng
412,1월구름,5.0,18,https://place.map.kakao.com/1077041956,"
제주특별자치도 서귀포시 안덕면 화순로 139
(지번) 안덕면 화순리 1056-10
",andeok,33.2461523,126.3316821
413,커피프렌즈촬영지,0.0,3,https://place.map.kakao.com/2059264170,"
제주특별자치도 서귀포시 안덕면 중산간서로 2026 커피프렌즈촬영지
(지번) 안덕면 서광리 1791
",andeok,33.288682,126.3072932
414,카페해피드리머스,5.0,2,https://place.map.kakao.com/2001921343,"
제주특별자치도 서귀포시 안덕면 일주서로 2015 2층
(지번) 안덕면 사계리 1014-1
",andeok,33.2500516,126.3027732
415,메가MGC커피 제주동광육거리점,4.0,0,https://place.map.kakao.com/845371448,"
제주특별자치도 서귀포시 안덕면 한창로 599 1층
(지번) 안덕면 동광리 826-2
",andeok,33.3106305,126.3403764
416,버터행성706,5.0,2,https://place.map.kakao.com/1662625376,"
제주특별자치도 서귀포시 안덕면 서광동로25번길 11
(지번) 안덕면 서광리 66-6
",andeok,33.2886219,126.3301078
417,카페봄봄 안덕화순점,3.4,1,https://place.map.kakao.com/1403613958,"
제주특별자치도 서귀포시 안덕면 화순로 143 1층
(지번) 안덕면 화순리 1049-4
",andeok,33.2462851,126.3310948
418,롤스커피 상창점,5.0,0,https://place.map.kakao.com/577950828,"
제주특별자치도 서귀포시 안덕면 한창로 168
(지번) 안덕면 상창리 1306-1
",andeok,33.2769116,126.3609338
419,산방산모드락,3.0,2,https://place.map.kakao.com/27539495,"
제주특별자치도 서귀포시 안덕면 사계로114번길 71
(지번) 안덕면 사계리 545-1
",andeok,33.2429832,126.3072495
420,마린68,4.0,9,https://place.map.kakao.com/1839104258,"
제주특별자치도 서귀포시 안덕면 사계남로 197
(지번) 안덕면 사계리 2029-6
",andeok,33.2308153,126.3083575
421,애니멀고파크 제주신화월드점,3.0,1,https://place.map.kakao.com/320234558,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 98 01-501호
(지번) 안덕면 서광리 산 24-11
",andeok,33.3066927,126.3380858
422,카페왈 사계점,1.0,0,https://place.map.kakao.com/2069537309,"
제주특별자치도 서귀포시 안덕면 사계로114번길 54-12 라온제나 1층
(지번) 안덕면 사계리 385-1
",andeok,33.2424536,126.3049147
423,곶자왈카페,5.0,2,https://place.map.kakao.com/83915547,"
제주특별자치도 서귀포시 안덕면 한창로 287
(지번) 안덕면 상창리 2065-7
",andeok,33.2831948,126.349772
424,모희,5.0,0,https://place.map.kakao.com/654991430,"
제주특별자치도 서귀포시 안덕면 화순로 140-1 1층
(지번) 안덕면 화순리 1056-1
",andeok,33.2465717,126.3316269
425,행복구두수선카페,5.0,0,https://place.map.kakao.com/979824354,"
제주특별자치도 서귀포시 안덕면 녹차분재로 217
(지번) 안덕면 서광리 2489
",andeok,33.2986918,126.289961
426,본태카페,3.3,1,https://place.map.kakao.com/1524395459,"
제주특별자치도 서귀포시 안덕면 산록남로762번길 69
(지번) 안덕면 상천리 380
",andeok,33.3057651,126.3888509
427,제주하우스,3.0,1,https://place.map.kakao.com/1199505147,"
제주특별자치도 서귀포시 안덕면 서광리 1235-1

",andeok,33.3063942,126.2905203
428,이디아장,5.0,2,https://place.map.kakao.com/1701559897,"
제주특별자치도 서귀포시 안덕면 산방로 214
(지번) 안덕면 사계리 176-1
",andeok,33.2364316,126.312501
429,제주다와,0.0,0,https://place.map.kakao.com/1238209144,"
제주특별자치도 서귀포시 안덕면 소기왓로 81-4
(지번) 안덕면 창천리 705-7
",andeok,33.2415837,126.3680084
430,1727노리터,2.8,6,https://place.map.kakao.com/1494707270,"
제주특별자치도 서귀포시 안덕면 덕수서로 228-31
(지번) 안덕면 덕수리 1727
",andeok,33.2611303,126.304041
431,곶자왈베이커리카페,4.3,1,https://place.map.kakao.com/2021088419,"
제주특별자치도 서귀포시 안덕면 덕수서로 149 2층
(지번) 안덕면 덕수리 1921
",andeok,33.2638828,126.3041209
432,aaa,0.0,1,https://place.map.kakao.com/1714700646,"
제주특별자치도 서귀포시 안덕면 병악로 31 2층
(지번) 안덕면 상창리 1273-1
",andeok,33.2968281,126.3723948
433,카페사계리,5.0,1,https://place.map.kakao.com/1588530145,"
제주특별자치도 서귀포시 안덕면 사계로114번길 54-58 1층
(지번) 안덕면 사계리 417-2
",andeok,33.2424536,126.3049147
434,커피에반하다 제주덕수점,3.2,0,https://place.map.kakao.com/1682263918,"
제주특별자치도 서귀포시 안덕면 덕수서로 17-1 1층
(지번) 안덕면 덕수리 2421-18
",andeok,33.2611303,126.304041
435,펫소풍,5.0,0,https://place.map.kakao.com/389424248,"
제주특별자치도 서귀포시 안덕면 화순서서로 458
(지번) 안덕면 서광리 2188-1
",andeok,33.2722795,126.3173932
436,몽마르카부덴,5.0,2,https://place.map.kakao.com/1536403197,"
제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68 1층
(지번) 안덕면 사계리 171
",andeok,33.2352359,126.3129553
437,블루오션,0.0,5,https://place.map.kakao.com/450635424,"
제주특별자치도 서귀포시 안덕면 사계남로 102 2층
(지번) 안덕면 사계리 2166-3
",andeok,33.230173,126.3018116
438,빅트리,0.0,7,https://place.map.kakao.com/2099169389,"
제주특별자치도 서귀포시 안덕면 화순해안로106번길 8 1층
(지번) 안덕면 화순리 636-17
",andeok,33.2379287,126.3366308
439,은파소리,5.0,2,https://place.map.kakao.com/300764905,"
제주특별자치도 서귀포시 안덕면 서광남로 106
(지번) 안덕면 서광리 2122-5
",andeok,33.2820643,126.3002078
440,카페우다예,5.0,7,https://place.map.kakao.com/1734093970,"
제주특별자치도 서귀포시 안덕면 화순로 130
(지번) 안덕면 화순리 1091-7
",andeok,33.2465065,126.3325509
441,소색채본 베이커리,5.0,11,https://place.map.kakao.com/452432376,"
제주특별자치도 서귀포시 안덕면 사계남로216번길 24-61
(지번) 안덕면 사계리 113
",andeok,33.2350833,126.3136705
442,카페주택,0.0,0,https://place.map.kakao.com/1096684161,"
제주특별자치도 서귀포시 안덕면 동광리 5-108

",andeok,33.3120639,126.35924
443,수지네카페 (휴업중),5.0,1,https://place.map.kakao.com/1645145228,"
제주특별자치도 서귀포시 안덕면 덕수서로 121-7
(지번) 안덕면 덕수리 2117
",andeok,33.2604833,126.3035416
444,일오구카페,5.0,2,https://place.map.kakao.com/856232980,"
제주특별자치도 서귀포시 안덕면 덕수서로 159
(지번) 안덕면 덕수리 1929-2
",andeok,33.2611303,126.304041
445,카페마리골드,5.0,0,https://place.map.kakao.com/949665106,"
제주특별자치도 서귀포시 안덕면 사계신항로 26
(지번) 안덕면 사계리 3594-3
",andeok,33.2494464,126.3221197
446,마당밭감귤농장카페,0.0,0,https://place.map.kakao.com/2039645298,"
제주특별자치도 서귀포시 안덕면 평화로319번길 40
(지번) 안덕면 덕수리 1674
",andeok,33.2797919,126.312397
447,산방산둥둥 라이브카페,5.0,0,https://place.map.kakao.com/827643866,"
제주특별자치도 서귀포시 안덕면 사계신항로 18 4층
(지번) 안덕면 사계리 3594
",andeok,33.2494464,126.3221197
448,이프유캔,5.0,1,https://place.map.kakao.com/1620816884,"
제주특별자치도 서귀포시 안덕면 화순임중로 53 상가 1층
(지번) 안덕면 화순리 991-4
",andeok,33.2441592,126.3348251
449,감산리점빵,5.0,2,https://place.map.kakao.com/1619181493,"
제주특별자치도 서귀포시 안덕면 감천로 182 1층
(지번) 안덕면 감산리 49-1
",andeok,33.2591681,126.3625187
450,컴포즈커피 서귀포서광점,5.0,0,https://place.map.kakao.com/928802918,"
제주특별자치도 서귀포시 안덕면 중산간서로 1880
(지번) 안덕면 서광리 716-7
",andeok,33.28913,126.324795
451,세계자동차 제주박물관 티하우스,3.0,1,https://place.map.kakao.com/9416824,"
제주특별자치도 서귀포시 안덕면 중산간서로 1610
(지번) 안덕면 상창리 2065-4
",andeok,33.2831948,126.349772
452,정원이있는마네,4.9,7,https://place.map.kakao.com/1365500111,"
제주특별자치도 서귀포시 안덕면 사계남로84번길 14
(지번) 안덕면 사계리 2294-13
",andeok,33.2259648,126.2981701
453,웬드구니,3.5,1,https://place.map.kakao.com/21800445,"
제주특별자치도 서귀포시 안덕면 사계신항로 1
(지번) 안덕면 사계리 3588
",andeok,33.2494464,126.3221197
454,오마이살롱 oh my salon,0.0,4,https://place.map.kakao.com/97478887,"
제주특별자치도 서귀포시 안덕면 덕수회관로74번길 32
(지번) 안덕면 덕수리 2191-2
",andeok,33.2565486,126.3068959
455,카페산록,0.0,2,https://place.map.kakao.com/1528947491,"
제주특별자치도 서귀포시 안덕면 산록남로 682 1층
(지번) 안덕면 상천리 717-15
",andeok,33.3191403,126.3812966
456,카페용빵,4.0,0,https://place.map.kakao.com/285528226,"
제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73
(지번) 안덕면 사계리 163-6
",andeok,33.2356687,126.3125597
457,구닮,5.0,1,https://place.map.kakao.com/2055749024,"
제주특별자치도 서귀포시 안덕면 산방로 210
(지번) 안덕면 사계리 177-1
",andeok,33.2364312,126.3128057
458,쿠마리카페,0.0,0,https://place.map.kakao.com/111970972,"
제주특별자치도 서귀포시 안덕면 화순중앙로124번길 21
(지번) 안덕면 화순리 841
",andeok,33.241649,126.3336643
459,사계지오,0.0,0,https://place.map.kakao.com/26942052,"
제주특별자치도 서귀포시 안덕면 형제해안로 72
(지번) 안덕면 사계리 2294-21
",andeok,33.2255616,126.2996722
460,사계2499,5.0,0,https://place.map.kakao.com/890569816,"
제주특별자치도 서귀포시 안덕면 사계남로21번길 31
(지번) 안덕면 사계리 2499-3
",andeok,33.2311264,126.2959461
461,Cafe mari (카페마리골드),5.0,0,https://place.map.kakao.com/517602886,"
제주특별자치도 서귀포시 안덕면 사계신항로 26 1층 카페마리
(지번) 안덕면 사계리 3594-3
",andeok,33.2494464,126.3221197
462,제주신화월드 랜딩델리,0.0,0,https://place.map.kakao.com/1382675450,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 랜딩관 G층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
463,쉴띠하우스커피숍,0.0,0,https://place.map.kakao.com/17415831,"
제주특별자치도 서귀포시 안덕면 한창로 104
(지번) 안덕면 상창리 646-2
",andeok,33.2728298,126.3654192
464,제주신화월드 랜딩라운지,0.0,0,https://place.map.kakao.com/1196564122,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 랜딩관 G층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
465,포레스트제주,0.0,0,https://place.map.kakao.com/751725598,"
제주특별자치도 서귀포시 안덕면 화순서서로64번길 16
(지번) 안덕면 화순리 1759-1
",andeok,33.2555642,126.331177
466,갬성드사계,0.0,0,https://place.map.kakao.com/1222986397,"
제주특별자치도 서귀포시 안덕면 사계북로 157-20
(지번) 안덕면 사계리 396-2
",andeok,33.2394792,126.3037125
467,솔마루,0.0,0,https://place.map.kakao.com/890118679,"
제주특별자치도 서귀포시 안덕면 사계북로41번길 43-1
(지번) 안덕면 사계리 2915-1
",andeok,33.2450192,126.2983614
468,준스팜스토리앤카페,5.0,0,https://place.map.kakao.com/954583433,"
제주특별자치도 서귀포시 안덕면 평화로 492-7
(지번) 안덕면 덕수리 1520-6
",andeok,33.2803621,126.3191568
469,보이차카페초원길,5.0,0,https://place.map.kakao.com/1209866730,"
제주특별자치도 서귀포시 안덕면 한창로 102-1
(지번) 안덕면 상창리 646-13
",andeok,33.2735191,126.3654578
470,리치망고 신화월드점,5.0,20,https://place.map.kakao.com/1984077029,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 지하 1층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
471,카페아라,4.2,0,https://place.map.kakao.com/24638022,"
제주특별자치도 서귀포시 안덕면 난드르로21번길 25
(지번) 안덕면 창천리 818-2
",andeok,33.2338299,126.3669024
472,사계223,0.0,0,https://place.map.kakao.com/500748835,"
제주특별자치도 서귀포시 안덕면 사계남로 223
(지번) 안덕면 사계리 2017-4
",andeok,33.2331097,126.3078875
473,차롱지에스엘,0.0,0,https://place.map.kakao.com/1235739767,"
제주특별자치도 서귀포시 안덕면 중산간서로1813번길 10-3
(지번) 안덕면 서광리 288
",andeok,33.2863538,126.3281769
474,가온해,5.0,0,https://place.map.kakao.com/26872769,"
제주특별자치도 서귀포시 안덕면 난드르로 4
(지번) 안덕면 창천리 777-18
",andeok,33.2364486,126.3630566
475,우노커피,0.0,0,https://place.map.kakao.com/28920255,"
제주특별자치도 서귀포시 안덕면 사계북로41번길 178-3 1층
(지번) 안덕면 사계리 983-1
",andeok,33.2450192,126.2983614
476,제주신화월드 더코브,5.0,2,https://place.map.kakao.com/1355002877,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 G층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
477,씨엘도르,0.0,0,https://place.map.kakao.com/1074972331,"
제주특별자치도 서귀포시 안덕면 일주서로 1836 제주조각공원 전망대
(지번) 안덕면 덕수리 산 27
",andeok,33.256807,126.321633
478,사계리2033,0.0,0,https://place.map.kakao.com/1247747156,"
제주특별자치도 서귀포시 안덕면 사계남로 181
(지번) 안덕면 사계리 2033
",andeok,33.230173,126.3018116
479,땅굴카페,0.0,1,https://place.map.kakao.com/145582473,"
제주특별자치도 서귀포시 안덕면 형제해안로 70
(지번) 안덕면 사계리 2294-20
",andeok,33.2258451,126.2999006
480,벨라모르,0.0,6,https://place.map.kakao.com/1296945811,"
제주특별자치도 서귀포시 안덕면 녹차분재로 44-5 103호
(지번) 안덕면 서광리 1418-1
",andeok,33.2916963,126.3048754
481,레드노즈,0.0,0,https://place.map.kakao.com/27094256,"
제주특별자치도 서귀포시 안덕면 평화로 654
(지번) 안덕면 서광리 456
",andeok,33.2914549,126.3280453
482,카페펌킨 제주점,0.0,0,https://place.map.kakao.com/131634180,"
제주특별자치도 서귀포시 안덕면 녹차분재로 44-5
(지번) 안덕면 서광리 1417
",andeok,33.2916963,126.3048754
483,FLOWER COTTAGE COFFEE,0.0,0,https://place.map.kakao.com/1209943742,"
제주특별자치도 서귀포시 안덕면 대평감산로 162-7
(지번) 안덕면 창천리 1025-6
",andeok,33.2466678,126.3633517
484,콘티버몬트,0.0,0,https://place.map.kakao.com/2016781504,"
제주특별자치도 서귀포시 안덕면 화순재남로7번길 26-12
(지번) 안덕면 화순리 1053-20
",andeok,33.2489486,126.3321258
485,씨엘메르카페,0.0,3,https://place.map.kakao.com/1276790096,"
제주특별자치도 서귀포시 안덕면 난드르로 49-71
(지번) 안덕면 창천리 785-2
",andeok,33.2329435,126.3646105
486,루핀산방,5.0,2,https://place.map.kakao.com/610893320,"
제주특별자치도 서귀포시 안덕면 사계북로 192 몬트마레 1층 105, 106호
(지번) 안덕면 사계리 226
",andeok,33.2355381,126.2966466
487,레몬올레,0.0,0,https://place.map.kakao.com/24347146,"
제주특별자치도 서귀포시 안덕면 창천중앙로 1
(지번) 안덕면 창천리 459-4
",andeok,33.262569,126.3685766
488,케이트카페펍,0.0,0,https://place.map.kakao.com/1259787346,"
제주특별자치도 서귀포시 안덕면 대평감산로 22-2
(지번) 안덕면 창천리 875
",andeok,33.2364865,126.3667943
489,제주하루빵,0.0,0,https://place.map.kakao.com/317619879,"
제주특별자치도 서귀포시 안덕면 사계남로84번길 4-28
(지번) 안덕면 사계리 2325
",andeok,33.2267425,126.2990068
490,벨라지다,0.0,0,https://place.map.kakao.com/1709040328,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 1층 102호
(지번) 안덕면 서광리 2518
",andeok,33.3066927,126.3380858
491,카페비고르,0.0,0,https://place.map.kakao.com/2118086325,"
제주특별자치도 서귀포시 안덕면 형제해안로 70
(지번) 안덕면 사계리 2294-20
",andeok,33.2258451,126.2999006
492,감자,0.0,0,https://place.map.kakao.com/40362160,"
제주특별자치도 서귀포시 안덕면 화순로 26-4
(지번) 안덕면 화순리 1380-1
",andeok,33.25170689999999,126.3405782
493,덕수선물카페,0.0,0,https://place.map.kakao.com/1875081207,"
제주특별자치도 서귀포시 안덕면 덕수서로 31
(지번) 안덕면 덕수리 2288-1
",andeok,33.2534773,126.3040719
494,펌킨 펫하우스 제주,5.0,0,https://place.map.kakao.com/1389993588,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 98
(지번) 안덕면 서광리 산 35-16
",andeok,33.3066927,126.3380858
495,카페디크레마,0.0,0,https://place.map.kakao.com/349290486,"
제주특별자치도 서귀포시 안덕면 화순재남로 19
(지번) 안덕면 화순리 1102-3
",andeok,33.2484163,126.333798
496,사계청담,5.0,10,https://place.map.kakao.com/1987551837,"
제주특별자치도 서귀포시 안덕면 사계남로216번길 31 108호
(지번) 안덕면 사계리 126-2
",andeok,33.2341987,126.3117046
497,먹,0.0,0,https://place.map.kakao.com/2007000070,"
제주특별자치도 서귀포시 안덕면 동광본동로 21 1층
(지번) 안덕면 동광리 962
",andeok,33.3077027,126.3367039
498,카페뮬리,0.0,3,https://place.map.kakao.com/1757110599,"
제주특별자치도 서귀포시 안덕면 대평로 44
(지번) 안덕면 창천리 903-5
",andeok,33.2363801,126.3646237
499,선자살롱,0.0,0,https://place.map.kakao.com/25401011,"
제주특별자치도 서귀포시 안덕면 소기왓로37번길 25
(지번) 안덕면 창천리 885-1
",andeok,33.2381876,126.366503
500,카페더블유,0.0,0,https://place.map.kakao.com/633044205,"
제주특별자치도 서귀포시 안덕면 사계신항로 26 1층
(지번) 안덕면 사계리 3594-3
",andeok,33.2494464,126.3221197
501,제주신화월드 디아일렛라운지,0.0,0,https://place.map.kakao.com/1435520100,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 1층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
502,짠내단내,0.0,0,https://place.map.kakao.com/754690690,"
제주특별자치도 서귀포시 안덕면 산방로 244
(지번) 안덕면 사계리 198-1
",andeok,33.2386241,126.3146142
503,잔느카페,0.0,0,https://place.map.kakao.com/622286291,"
제주특별자치도 서귀포시 안덕면 사계로114번길 54-12 잔느카페
(지번) 안덕면 사계리 385-1
",andeok,33.2425581,126.3049238
504,제주신화월드 풀사이드카페,0.0,0,https://place.map.kakao.com/1776764094,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 1층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
505,산들티카페,0.0,0,https://place.map.kakao.com/1032776721,"
제주특별자치도 서귀포시 안덕면 화순중앙로54번길 10
(지번) 안덕면 화순리 1084-7
",andeok,33.2473678,126.3349284
506,제주신화월드 엠라운지,4.0,2,https://place.map.kakao.com/1649148676,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 메리어트관 G층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
507,주식회사 갤러리오브디지털아트,0.0,0,https://place.map.kakao.com/1211201960,"
제주특별자치도 서귀포시 안덕면 녹차분재로 218
(지번) 안덕면 서광리 산 39
",andeok,33.2923161,126.2996588
508,카페21&비어,0.0,0,https://place.map.kakao.com/242717215,"
제주특별자치도 서귀포시 안덕면 화순재남로 31-10 1층
(지번) 안덕면 화순리 1133-2
",andeok,33.2488095,126.3336521
509,주식회사 라림,0.0,0,https://place.map.kakao.com/1558039887,"
제주특별자치도 서귀포시 안덕면 대평로 39
(지번) 안덕면 창천리 907-1
",andeok,33.2363801,126.3646237
510,에캄,0.0,0,https://place.map.kakao.com/108016510,"
제주특별자치도 서귀포시 안덕면 형제해안로 72
(지번) 안덕면 사계리 2294-21
",andeok,33.2255616,126.2996722
511,생과일카페리치,0.0,0,https://place.map.kakao.com/1495763548,"
제주특별자치도 서귀포시 안덕면 화순로 105
(지번) 안덕면 화순리 1075
",andeok,33.2489044,126.3339887
512,쿵푸티 제주신화월드점,0.0,1,https://place.map.kakao.com/1170099205,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 지하1층
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
513,카페차롱,0.0,0,https://place.map.kakao.com/1491141619,"
제주특별자치도 서귀포시 안덕면 사계북로 52
(지번) 안덕면 사계리 2763-4
",andeok,33.2339964,126.294455
514,카페수애기,0.0,0,https://place.map.kakao.com/2061881445,"
제주특별자치도 서귀포시 안덕면 화순중앙로 132
(지번) 안덕면 화순리 823
",andeok,33.2408107,126.3347888
515,안덕로로카페,0.0,0,https://place.map.kakao.com/732457446,"
제주특별자치도 서귀포시 안덕면 서광남로 106
(지번) 안덕면 서광리 2122
",andeok,33.2820643,126.3002078
516,마노르블랑,3.0,714,https://place.map.kakao.com/27199017,"
제주특별자치도 서귀포시 안덕면 일주서로2100번길 46 1층
(지번) 안덕면 덕수리 2952
",andeok,33.2542427,126.2946508
517,카페루시아 본점 주차장,0.0,0,https://place.map.kakao.com/1066301184,"
제주특별자치도 서귀포시 안덕면 창천리 843-16

",andeok,33.2348863,126.362964
518,베이커리 카페 벨라,3.3,14,https://place.map.kakao.com/214550777,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 서머셋상가 102호
(지번) 안덕면 서광리 2518
",andeok,33.3066927,126.3380858
519,마루호텔앤카페,3.7,7,https://place.map.kakao.com/1013304623,"
제주특별자치도 서귀포시 안덕면 평화로 486
(지번) 안덕면 덕수리 1513-1
",andeok,33.2790366,126.3178791
520,한와담 제주점,3.5,56,https://place.map.kakao.com/1089714873,"
제주특별자치도 서귀포시 안덕면 녹차분재로 44-5
(지번) 안덕면 서광리 1417
",andeok,33.2916963,126.3048754
521,카페베트로,4.7,14,https://place.map.kakao.com/937029903,"
제주특별자치도 서귀포시 안덕면 신화역사로304번길 98
(지번) 안덕면 서광리 산 24
",andeok,33.3066927,126.3380858
522,플라워카페 혜연,0.0,0,https://place.map.kakao.com/10110305,"
제주특별자치도 서귀포시 안덕면 화순로 90
(지번) 안덕면 화순리 319-8
",andeok,33.2471097,126.3366543
523,카페본태,0.0,0,https://place.map.kakao.com/1499090917,"
제주특별자치도 서귀포시 안덕면 산록남로762번길 69
(지번) 안덕면 상천리 380-6
",andeok,33.3057651,126.3888509
524,지오아라,5.0,31,https://place.map.kakao.com/26984197,"
제주특별자치도 서귀포시 안덕면 사계로114번길 54-86
(지번) 안덕면 사계리 245-1
",andeok,33.2424536,126.3049147
525,카페오션브릭 전기차충전소,0.0,0,https://place.map.kakao.com/379789134,"
제주특별자치도 서귀포시 안덕면 산방로 75-5
(지번) 안덕면 화순리 2021-1
",andeok,33.2414797,126.3249237
526,마마뜰카페 전기차충전소,0.0,0,https://place.map.kakao.com/1202244067,"
제주특별자치도 서귀포시 안덕면 동광리 1393-8

",andeok,33.3100648,126.3335388
527,그림책까페노란우산 전기차충전소,0.0,0,https://place.map.kakao.com/226621751,"
제주특별자치도 서귀포시 안덕면 녹차분재로 32
(지번) 안덕면 서광리 1856-4
",andeok,33.2885679,126.3028931
528,한라산아래첫마을 제주메밀식당,4.3,164,https://place.map.kakao.com/1710030150,"
제주특별자치도 서귀포시 안덕면 산록남로 675
(지번) 안덕면 광평리 211
",andeok,33.3280672,126.379672
529,숨비나리,3.1,95,https://place.map.kakao.com/514705365,"
제주특별자치도 서귀포시 안덕면 중산간서로1615번길 8
(지번) 안덕면 상창리 2090-1
",andeok,33.2709735,126.3476794
530,바산올레펜션,4.3,5,https://place.map.kakao.com/17319327,"
제주특별자치도 서귀포시 안덕면 대평로 29
(지번) 안덕면 창천리 844-15
",andeok,33.2365893,126.3639804
531,목장카페드르쿰다,4.3,331,https://place.map.kakao.com/1176884672,"
제주특별자치도 서귀포시 표선면 번영로 2454
(지번) 표선면 성읍리 2873
",pyoseon,33.4091347,126.7701478
532,보롬왓카페,3.0,68,https://place.map.kakao.com/6325127,"
제주특별자치도 서귀포시 표선면 번영로 2350-104
(지번) 표선면 성읍리 3229-4
",pyoseon,33.4136679,126.7535124
533,오늘은녹차한잔,4.2,238,https://place.map.kakao.com/24598037,"
제주특별자치도 서귀포시 표선면 중산간동로 4772
(지번) 표선면 성읍리 2197
",pyoseon,33.3662211,126.7805125
534,코코티에,4.1,172,https://place.map.kakao.com/1562657538,"
제주특별자치도 서귀포시 표선면 표선당포로 21-3 1층
(지번) 표선면 표선리 45-15
",pyoseon,33.3265092,126.8447188
535,노바운더리 제주,3.7,95,https://place.map.kakao.com/1873509504,"
제주특별자치도 서귀포시 표선면 번영로 2610 1층
(지번) 표선면 성읍리 2375-1
",pyoseon,33.4015723,126.7833548
536,카페희상,4.1,67,https://place.map.kakao.com/1858538846,"
제주특별자치도 서귀포시 표선면 표선동서로 324-18
(지번) 표선면 표선리 441
",pyoseon,33.3299649,126.838304
537,목장카페 밭디,4.9,120,https://place.map.kakao.com/1011635289,"
제주특별자치도 서귀포시 표선면 번영로 2486 목장카페 밭디
(지번) 표선면 성읍리 2867
",pyoseon,33.4078627,126.7726233
538,다카포카페,4.5,28,https://place.map.kakao.com/1872442419,"
제주특별자치도 서귀포시 표선면 표선백사로110번길 6 1, 2층
(지번) 표선면 표선리 820-1
",pyoseon,33.3240444,126.8379141
539,초가헌,4.8,36,https://place.map.kakao.com/2117340011,"
제주특별자치도 서귀포시 표선면 중산간동로 4628
(지번) 표선면 성읍리 587-3
",pyoseon,33.3903275,126.801348
540,해비치불턱,3.7,14,https://place.map.kakao.com/17272985,"
제주특별자치도 서귀포시 표선면 민속해안로 384
(지번) 표선면 표선리 1194-4
",pyoseon,33.3125215,126.8374024
541,그림상회,3.6,6,https://place.map.kakao.com/1550146274,"
제주특별자치도 서귀포시 표선면 중산간동로5570번길 9
(지번) 표선면 토산리 1391-4
",pyoseon,33.3262139,126.7650106
542,커피가게쉬고가게,3.8,24,https://place.map.kakao.com/23933670,"
제주특별자치도 서귀포시 표선면 민속해안로 593 커피가게쉬고가게
(지번) 표선면 표선리 40-71
",pyoseon,33.3249956,126.8422384
543,카페 가드니아,3.8,34,https://place.map.kakao.com/1377309150,"
제주특별자치도 서귀포시 표선면 표선동서로 151
(지번) 표선면 표선리 1476-4
",pyoseon,33.3180304,126.8289451
544,파피용살롱드떼,4.7,19,https://place.map.kakao.com/1744283951,"
제주특별자치도 서귀포시 표선면 표선중앙로58번길 6-3
(지번) 표선면 표선리 555-3
",pyoseon,33.3281266,126.8304362
545,카페깡,5.0,2,https://place.map.kakao.com/814024450,"
제주특별자치도 서귀포시 표선면 가시로565번길 18
(지번) 표선면 가시리 1900-1
",pyoseon,33.3533515,126.7720599
546,까떼커피,2.7,10,https://place.map.kakao.com/646235382,"
제주특별자치도 서귀포시 표선면 민속해안로 594
(지번) 표선면 표선리 44-9
",pyoseon,33.3126457,126.8232437
547,북살롱이마고 제주아카이브센터,4.4,11,https://place.map.kakao.com/1376491962,"
제주특별자치도 서귀포시 표선면 세화강왓로 78 1층
(지번) 표선면 세화리 1807-7
",pyoseon,33.3231773,126.7938632
548,당포로나인카페앤브런치,4.8,29,https://place.map.kakao.com/727505662,"
제주특별자치도 서귀포시 표선면 표선당포로 9
(지번) 표선면 표선리 43
",pyoseon,33.3257518,126.8436516
549,양과자회관,4.9,27,https://place.map.kakao.com/1603674758,"
제주특별자치도 서귀포시 표선면 녹산로 14 1층
(지번) 표선면 가시리 2517-1
",pyoseon,33.390274,126.732908
550,토닥토닥카페,4.5,0,https://place.map.kakao.com/358320835,"
제주특별자치도 서귀포시 표선면 일주동로 6473
(지번) 표선면 토산리 444-2
",pyoseon,33.3072242,126.7801096
551,선재다원,4.8,16,https://place.map.kakao.com/1180490637,"
제주특별자치도 서귀포시 표선면 성읍민속로 148
(지번) 표선면 성읍리 631-1
",pyoseon,33.3902137,126.7984325
